class,text
Camera, This was our first foray into digital camera s and I can t say how much we love this camera It is extremely easy to use  You have three options for quality of picture  The higher quality the fewer amount of pictures the camera will hold  You can purchase additional reusable memory cards so that you don t have to download your pictures to be able to take more It also has the l e d  display  I don t know why you would buy a digital camera without a display  It also comes with a flash The one bad point of the 780c is that it does not have zoom  Most digital cameras do not come with zoom  The reason being is that you can enhance the pictures once they are downloaded on the computer  A zoom would be nice built into the camera but I would not let this fact stop you from buying this camera It seems durable  We have taken it to the beach  stuffed it in suitcases  and found our two year old bouncing it on the floor  I purchased this camera on line for under 200  Look for a deal on this camera and you will probably find one  I would recommend this camera to anyone as a good starter camera br br  
Camera, I m going to be honest with you all  I do not know much about computers or the equipment that inevitably comes with them  I don t really understand all of the technical stuff  but I can make a well informed opinion based on my results  because  as they say   quot seeing is believing quot  My parents first bought this digital camera last summer for their business  Of course  seeing a new toy  I wanted to play with it  The only problem I had was that I did not have the directions  Luckily this was not a problem as SONY made this product so easy to use that instructions were not necessary to perform its most basic functions  While I was pleasantly surprised at how easy this digital camera was to use I could not have been more shocked as to its overall quality  Not having a scanner  and hoping to use specific pictures for a possible web page  we decided to simply use the camera to take a picture of our pictures  The quality of these images  pictures of pictures  is great  Except for the flash mark  which can easily be edited out  there was almost no indication that it was taken with a digital camera  While some people may not be surprised by this at all  I was shocked because previous pictures I had seen taken with a digital camera were grainy and it was obvious that they were taken with a digital camera  I would definitely recommend this product to anyone considering a digital camera for either their business or personal use br br  
Camera, The Fuji FinePix A101 is a serious tool for making clear concise photography  It has the power and efficiency to handle the demand of professional photographers needs  while it puts the pleasure of simply great photographing back in the hands of amateur photographers I had originally intended to purchase the Finepix as an inexpensive camera for my wife to use  My wife is not a photographer  however I just showed her which button to push and she now takes perfect photos The camera offers a duality in perspective of photo capabilities  It has a fully automatic range of settings for flash and sensory which is necessary for my wife s photo pleasure  The second perspective is that it is a completely flexible camera in the way a photographer can manually set the camera to perform under different ambience and intensities  It is after all a 100  35mm camera and senses at a range of 1 2  7 square pixel length CCD or otherwise known as 1 3 mega pixels  I can set these sensory options to make photos of up to 1280x960  fine  or 640x480  normal  pixels  This Camera can also sequence up to 20 seconds of video without sound  One of the Greatest benefits about the FinePix is it s size in conjunction to it s power  The FinePix does a heavy weight job of taking up to 200 high quality normal photos using 3volt NImH batteries and a 64mb Smart Media Card  while weighing in at only 145 grams  5oz Here are just a few more of the benefits of the FinePix A101 200 normal quality photos which are worth five rolls of 35mm film  This camera has a power saving feature which will more than amply allow for this feature to produce even more photos of a smaller pixel length  The FinePix auto or manual focus Range is from 2 6 ft to infinity with either the automatic or manual 6 modes of white balance  It has an automatic or manually set flash built in The FinePix is one of the smallest cameras in the world  which includes a 1 6 inch  55 000 pixels  color LCD monitor  This Monitor zooms in for close up photography The FinePix connects to most PC computers under Windows via USB port to download your photos to an online photo developer lab or to email them to friends The FinePix comes with simple software   and easy to read manuals The FinePix shoots up to 20 seconds of video  no Sound  The FinePix can be used as a Web cam for online video conferencing The FinePix is the most powerful camera in its digital camera size bracket 3 9 x 2 5 x 1 6 inches I am a nonsmoker  but as most tee shirts and sweaters sometimes come with that smoking pocket for cigarettes than what better a place for this small and powerful camera Now when someone seeing the bulge in that smoking pocket  asks me for a cigarette I pull out the FinePix and take a snapshot of a disappointed would be smoker What is really smoking about the FinePix is it s low retail price  and cost effectiveness as a digital camera in comparison to the cost and quality of the other brands There are very many different ISO accessories that will fit the camera  which means they are all not necessarily manufactured by Fuji  Although Fuji does have everything you will need to get an inexpensive start with the best small camera on the digital camera market  You will find that OTHER Camera manufacturers make only proprietary accessories for their cameras  and other accessories won t fit their cameras  but that s never a problem with a Fuji FinePix Camera I had originally purchased the Fuji FinePix as an easy camera for the wife to use  but now instead I prefer it to the heavier power models I own  It has the power to do the job  and the size that makes taking it with you easier I am totally Happy with the Fuji FinePix A101 Camera   
Auto, I bought my new 04 Special Edition Jeep Grand Cherokee only about 2 weeks ago and have only 1000 miles on it  So far  everything is great and I look forward to driving it every day  The Special Edition offers a nicer trim package with color side moldings  no plastic on the outside  a better stereo  fog lights  and an upper console information system  gas mileage  temperature  compass  etc  I live in Atlanta so I opted for the six cylinder engine with two wheel drive  I m no speed demon and I don t intend on getting my new Jeep dirty by going off road  I love the way the Cherokee handles on the roads  it s tight and very responsive  The engine is very quiet along with the overall ride of the Jeep  I was very impressed by the low wind noise I was expecting to get on my first test drive  All the controls are at easy reach and easy to read and operate  I like the delay feature on the rear window wiper  my last SUV only had on and off  The stereo has an amazing sound that fills up the cabin with extreme clarity  it makes my drive time more enjoyable  The Cherokee has plenty of storage compartments to offer and I especially like that they put the full size spare tire on the inside of the vehicle so in case of a flat  you re not outside trying to down reel a dirty tire from underneath  Both the rear hatch and glass open separately which can be a blessing when hauling larger items  One thing I don t care for is the way you have to pull up the back seat in order to fold down the back rest so it lays flat  You have to take the headrests off  find a place to put them for a moment  pull up the seat cushion  pull down the back rest  and then place the headrests in their small slots to be stored  Jeep could have taken a lesson from some of the other domestic engineers and figured a way to pull one lever and have everything move forward and lay flat in one motion  The only other complaint I have is where the window and door lock controls are placed on the door panels  I felt it would be easier if they could place them further toward the dash so it would be easier to operate  Other than the two complaints I have listed above  I can t find anything I don t like about my new Jeep  The gas mileage was a bit better then what I expected so I really don t have any complaints in that area  This is an SUV so if gas consumption is an issue for you  don t buy any SUV  Like I said  I am very impressed with the mileage I am receiving so far  As you can tell by now  I am no serious review writer but I can tell you that I am very happy with my new Jeep  I hope to get many years of enjoyment out of it  
Camera, I love almost everything about this camera  I have owned mine for over one year and I have few complaints  and high praise Let me start by saying that I rate and have expectations from the camera relative to what is it  Meaning  I would not buy a Geo Metro and expect a BMW  That being said  for a 1 5 mega pixel camera I find the picture quality excellent  I have reproduced many of the photos on print I have taken through my local printshop  The printed quality of the digital photo prints rivals most non digital prints I was able to compare at the shop on many occasions  There are enough features in the camera to allow you to customize your photos and picture taking style  You will not feel as if you are simply at the mercy of the camera  The Auto shutter feature is a great way to capture action shots where you can not simply say  OK  hold it right there  You can activate the slow shutter mode  with or without the use of the flash  to create cool effects such as motion blurring The 3x optical zoom gives a feel of a conventional camera and is very useful  While many camera have higher level digital zooms  you will often find the you wind up seeing what the camera THINKS the distant object looks like through the use of refined digital interpolation  sometimes it is good sometimes not  An optical zoom is just that  optical  through the lens  not electronics  Although only 3x  you will find it a true representation of the object photographed  The Macro feature on the camera will let you focus down to a few cm of an object  Using the macro you can photograph things as fine as the fine print of a newspaper with ease The digital LCD screen is a perfect size and high resolution  but you will find it is nearly useless in bright sunlight  In these cases  using the built in viewfinder will yield equally good photos The controls are located perfectly  however some buttons are a bit small and you might find it easy to fat finger a button from time to time  All silver clouds have dark linings  or is that the other way around  anyway there are a few downfalls The auto timer on the camera does not allow you to modify the same settings that you can when you are taking pictures normally  I have found this a minor problem and have taken some of the best remote photos in my life with this camera If you have a very sharp eye you will notice that photos tend to have a slight fisheye perspective  If you were to take a photo of an object with perfectly straight parallel lines from top to bottom at the furthest edges of the useful display  you will note that the lines curve outward slightly in the middle and inward at the top and bottom  Like I said  unless you have a sharp eye and are looking for it you may never notice it  I use my camera for business and often have to take pictures of telecommunication equipment racks  which are pretty straight  This camera EATS power  The battery takes some time to charge and has little to show for it when it is charged  A second battery might be needed to get the most flexibility out of the camera  I find that I try to use the LCD screen only to view photos  and not to take them  This greatly adds to battery life The serial interface should be a last resort  unless you like long waits  This really has nothing to do with Fuji or the camera  it really comes down to the speed of the serial bus in today s computers  I would suggest an aftermarket SmartMedia reader  either floppy or USB based  I personal own a ScanDisk USB SmartMedia reader  which allows instant access to my photos  without killing the camera battery in the process  Last but not least  don t drop it  No kidding  right  After all it is a camera  The die cast shell might give you the false sense of durability  but believe me the inside of this camera is packed tightly  Drops or hard shocks will damage it easily Other then that this camera is a dream  I would recommend it to anyone  At the same time I would recommend four other options External SmartMedia reader   Speeds things up and saves battery power Extra Smart Media of 16 or 32 Meg   The 8 Meg Smart Card is just too small and will only allow for about 14 16 Hi Res  pictures Extra Battery   Because when the battery dies and you are away from home or the hotel  you are out of luck Tripod   Great for timed shots  or when you use the slow shutter setting  Unless you can hold yourself robotic like still  
Camera, Great  One word  I used to have the Mavica FD 73  until it was  quot misplaced quot  at a car show  I operate a very graphic intensive website that require frequent updates of pictures and images  Every since losing my FD 73  I have been looking for a replacement  I wanted something with superb zoom  yet easy to use and transfer pictures to my computer  Although this unit was much bigger than its competitors  the features more than made it up for it Since most of my images end up on the web at 300x400  I wasn t too concerned with the megapixel rate nor the quality  My main goal was to have a camera that can ZOOM  I use it mainly at car shows and events where I can t get too close to the performers or entertainers  With this incredible 20x zoom  I m able to take quality pictures without having to dig my way through a crowd  I used to prefer to use my Canon Rebel 2000 over the FD 73 because my pictures turn out better when using a view finder  I didn t like to have to rely on the LCD screen to frame my shots  But the trouble with taking real pictures is the after process of developing  scanning  and resizing  One of the main selling points of the FD 95 is its view finder  which evidently has a  quot eye sensing quot  feature to avoid battery drain  The main reason Sony Mavicas are such hot sellers is because that they take floppy disks over smart media or cards  Floppy disks are cheap  The FD 95 allows me to record in 640x480 and up to 1600x1200 resolution  So no matter what resolution I decide to use  I can always have a stash of floppies in my bag to store them in  At 640x480  I can get as many as 35 pictures on to one floppy  I elected to buy the 64mb memory stick with floppy adapter which could store 5 600 pictures at one time  I still carry at least 5 floppies with me in case someone with me wants a copy of the pictures I m taking  Sharing pictures with  25 floppies are much cheaper than letting friends borrow your memory card  then worrying when they will return it The battery that comes with the FD 95 lasts about 2 230 images on average  This camera doesn t come with a charger  instead you get a cable that attached directly onto the camera  Therefore  you can actually use the camera while it is charging  I ve also got the extended Sony InfoLithium battery which allows for 3 350 pictures per charge  A good investment if you take a lot of pictures while traveling The camera also comes with a hot shoe  but unfortunately you have to use the Sony external flash  I thought that any flash would work with it since the internal flash is often insufficient for taking pictures in poorly lit areas  such as car show buildings and night clubs  Most people who see my camera complain about the size  Yes  it is quite a large camera compared to most digitals available  I personally prefer larger cameras as they feel more comfortable in my hand  A big guy holding a tiny little camera looks funny to me  I ve always had the perception that big cameras make the photographer look professional  lol  If you can get past the size and a little bit slower in image recording time  then this is the camera for you  I take an average of 4 500 pictures per event I attend so I am used to carrying a bag anyway  Now instead of rolls of film  I have a surplus of floppies and a batter or two     
Auto, The relative popularity of the RAV4 is curious  It s attributes include nimble handling  smooth transmission  and optional AWD  but it s not particularly roomy  What s the point of an SUV if it s not roomy and has questionable off road ability  The engine is pitifully weak  often revving to over 4 000 rpms for adequate power  especially with the auto  The interior fittings are definitely not appropriate for its price  The only pieces of soft touch plastic are the steering wheel  shifter and the interior door grab handles  EVERYTHING else is cheap plastic  The fabric on the ceiling is almost identical to that of a Hyundai Accent  which is not a complement  At least it seems put together fairly well  It s not very comfortable  It lacks arnrests for passengers front and rear  The rear seat is very cramped for average sized males  especially in legroom  I can t complain about headroom however  At 60 mph I can t hear backseat passengers talking  the road noise is so loud  The AWD works well and its engagement is almost imperceptible  The only real problem has been that our transmission went out 26 000 miles  Fortunately it was under warranty  Overall  if you need AWD  get a Subaru legacy or Impreza  If you don t  for the money there are so many better choices  Almost any midsize car would be cheaper and better optioned  not to mention  quieter  roomier and more comfortable br br  
Camera, Olympus 146 newly introduced cutting edge Camedia C 5050 five megapixel digital camera takes the ongoing evolution of digital photography to a completely new plateau  Olympus stretched digital imaging parameters by expanding the capabilities of the standard 1 1 8 148 CCD sensor to five million pixels  Theoretically  making the pixels smaller  the only way to increase resolution without increasing CCD size  was expected to raise digital noise levels to an unacceptable level  Olympus encouraged their engineers to think outside the box and strive for increased resolution from the standard sized CCD without increasing digital noise levels were they able to accomplish this goal  Yes and no digital noise is present  as it is in all digitally generated images  but it is very well controlled  Five megapixel images place huge demands on digital camera lenses  since the optics must sharply focus a much higher resolution image where even small distortions and aberrations are magnified many times  Olympus wisely matched the proven f1 8 f2 6 35 105 zoom developed for the C3040 to their new five megapixel CCD  Add a tilting LCD monitor  ala the Canon G1 2 3 and the Nikon Coolpix 5000 and 5700  a tough magnesium alloy version of their standard  147C 148 series body  point and shoot ease of use  a full range of manual exposure options  and a wide array of creative applications and you 146ve got what may be the best prosumer digital camera ever introduced  Throw in the ability to use three different image storage formats  xD Picture Card  Smart Media  and CF types I   II and microdrives  and the creative possibilities are almost limitless The C 5050 can produce professional quality images  just set the camera to one of its manual exposure modes and compose carefully  while using the  147live 148 histogram display to adjust sharpening color saturation  and contrast  Set the white balance for the prevailing lighting and save your images as an uncompressed RAW file  If you need video clips  with audio  the C 5050 146s movie mode is limited only by the amount of memory available  If you want to maximize your creative options then you 146ll need to spend some quality time getting intimately familiar with the C 5050 146s operation  But if you just want to forget all that and be a snapshooter for an evening  or if you want your spouse to agree that you REALLY REALLY need a new five megapixel digital camera  then you can set the C 5050 to program and hand it over so they can shoot the kids birthday party without worrying about f stops and shutter speeds  but you may have some difficulty getting it back from them afterward   Viewfinder LCD  The C 5050 features a real image optical viewfinder with a diopter correction for eyeglasses wearers  The high eyepoint optical viewfinder zooms with the lens The C 5050 has a bright 1 8  tilting LCD monitor that also provides detailed information on aperture  shutter speed  image quality  and camera exposure settings  The LCD screen also provides a  live  histogram display in any automatic exposure mode  Program  Aperture  and Shutter Priority  when enabled through the LCD menu  The histogram highlights over or underexposed areas of the image  allowing photographers to fine tune exposure for correct balance of highlights and shadows  Shooters can also use the LCD screen to review saved images  and zoom in on displayed images  The  Quick View  function lets you switch quickly from shooting modes to playback mode   Top Deck LCD  The C50 146s status LCD shows major camera settings like focus mode  flash mode  drive mode  white balance  ISO  exposure compensation  and image quality without using the battery draining LCD monitor  Top deck LCD status screens are a real boon to digital photographers because they allow the battery drain from the LCD screen to be rigidly controlled by using the optical viewfinder and top deck LCD status screen rather than relying full time on the LCD monitor for exposure and status information  The C 5050 provides a very useful monochrome status LCD  but the C 5050 146s top deck status LCD isn 146t illuminated  which seems a strange omission in such a well designed prosumer digital camera   Exposure Options  Programmed Auto  Scene modes  sports  landscape  night scenes  and portrait  Aperture Priority  Shutter Priority  full manual mode  auto bracketing  exposure compensation  Optimum Image Enlargement  OIE  mode  resolution enhancement  for enlarged image size of 3200 x 2400  Olympus 146 proprietary  147TruePic 148 technology  and  My Mode  which allows users to save exposure shooting preferences for quick recall   Zoom Lens  The C 5050 features a fast 3X zoom  f1 8 2 6 35 105  all glass lens  with aspherical elements for improved sharpness and color fidelity  Users can make manual adjustments in 1 3 EV steps  This lens  first seen on the Olympus C3040  enhances the camera s low light capabilities with the fastest maximum lens aperture on any fixed lens digital camera  Under most lighting conditions  indoors and out  the lens will produce sharp  well exposed  highly  color  saturated images with resolution equal or superior to any fixed lens digital camera currently available   Macro  Olympus 146  147C 148 series cameras have always had good Macro modes and the C 5050 continues that tradition and adds a new Super Macro mode with a minimum focusing distance of 1 148inch b Ergonomics   Controls  The C 5050 146s magnesium body feels solid and professional in your hands and the new tilting LCD screen is great  especially used as a waist level or overhead finder  The control layout is logical and the C 5050 146s user interface is simple and intuitive  Menus are straightforward and access is uncomplicated  Everything is where it should be and the camera is very comfortable to handle and remarkably easy to use   Power  The C 5050 uses standard AA type batteries  4 NiMH batteries and a charger are included  I used the C 5050 for two days with a freshly charged set of batteries  more than 200 shots with heavy LCD screen and frequent flash use  and never triggered the low power warning  My friend used the camera for three days with fresh batteries and never triggered the low power warning  His shots included outdoor scenics  night shots  and macro color tests  Five days of intense use  more than 400 shots  on two sets of Olympus NiMH 1700mAh batteries  Two CR V3 lithium disposables can also be used   Flash  The C 5050 146s built in multi mode intelligent speedlight  Auto 151including automatic flash activation in low light and backlighting situations  Fill  Red eye reduction  Slow sync  and Slow synch with red eye reduction  flash is a very capable unit  The C 5050 features a hot shoe that allows an optional Olympus FL 40 flash unit to be mounted so you 146ll get not only expanded flash capabilities but also TTL flash metering and a zooming flash head as well   Image Storage Media  The C 5050 can use three different types of storage media   the new xD Picture Card  SmartMedia  and Compact Flash Type I or II  including microdrives  The C 5050 can hold two media cards simultaneously  and switch back and forth between them   Image Adjustment  Sharpness  contrast  and color saturation in   5 steps b Movies  The C 5050 can record 320X240   15fps  with audio  video clips  Clip length is limited to available memory  Technical Specifications  Resolution  Five Megapixels  2560X1960  3200x2400 151OIE interpolated Viewfinders  Optical real image Zooming finder and 1 8 148 Tilting LCD monitor  down 20 degrees up 90 degrees Exposure  Program  Aperture Priority  Shutter Priority  and Manual Exposure compensation    2 EV in 1 3 stop increments Auto bracketing  3 or 5 images   2 EV in 1 3 stop increments Lens  f1 8 2 6 35 105  35mm equiv  all glass  10 elements in 7 groups  zoom lens Auto Focus  iESP Multi AF iESP multi pattern TTL AF system Manual Focus  Yes Lens Thread  49mm  adding the optional CLA 1 adapter steps the filter thread up to 55mm Auto Focus Assist Beam  Yes Sensitivity   ISO equiv  Auto  100  200  and 400 White Balance  Auto  Daylight  Overcast  Tungsten  Fluorescent  4  and Manual Shutter Speeds  16 seconds to 1 1000th of a second Metering  Digital ESP TTL Multi Pattern Meter  Spot  Multi point spot Flash  Built in multi mode  Auto  Red Eye Reduction  Fill  Slow synch  and Slow synch w  red eye reduction  with hot shoe for optional Olympus FL 40 TTL flash  or sync to studio strobes with optional hot shoe to PC adapter and cables Image Storage Media  CF types I   II  including microdrives  Smart Media  and xD Picture Card Image Formats  TIFF  RAW  JPEG    Motion JPEG Image Adjustments  Sharpness  Contrast  Saturation  Each adjustable in   5 steps Noise Reduction  Yes in   5 steps Video Out  Yes Connectivity  Auto connect USB Power  4 x AA or 2 x CR 3V  LB01 MSRP  899 00  Street Price Range  799 00 649 00 b Included  32MB xD Picture Card  USB Cable  Video Cable   4  AA NiMH Batteries and Charger  Carrying Strap  Lens Cap   2  CD ROMs  Remote Control RM 1  and 268 page users manual  Optional  Add on lenses and filters  Olympus CLA 1 lens adapter  Olympus CL 40 flash  Olympus hot shoe to PC adapter  for studio lighting   In the Field Handling   Operation  My friend  who sells new and used digital and film cameras and photographic equipment  has been trying to test as many newly introduced digital cameras as possible  which has kept the two of us pretty busy for the last month  A few weeks ago we tested the new Olympus C 4000  which has been selling like hotcakes  and ever since he 146s been trying to get Olympus 146 new five megapixel offerings  the C 50 and the C 5050  He was finally able to get the C 50 a couple of weeks ago and he got a C 5050 just before Thanksgiving  The Friday night after Thanksgiving my friend took the C 5050 down to Jefferson Square to watch the annual  147Light up Louisville 148 festivities  He wasn 146t alone  over 100 000 people turned out to see the more than 1 000 000 Christmas lights turn Louisville 146s City County administrative district into a holiday wonderland  Jefferson Street in front of the courthouse temporarily becomes Santa Claus Lane  After seeing the crowds on the TV news I was glad I chose to miss the chaos  After everything was over my friend took one look at the grid locked traffic and walked down to the foot of Fourth Street and spent half an hour shooting the Christmas Light bedecked  147Belle of Louisville 148 before finding his car and making his way home The shots of Jefferson Square were OK but nothing to write home about  The ninety year old red  white  and blue sternwheeler covered with Christmas lights was an entirely different story  The old steamboat really turned out great the C 5050 turned in completely professional looking long exposures with great colors and no noticeable noise  I was really impressed when I saw the images of the Belle on Saturday afternoon  After it got dark we took the camera for a ride through the Highlands and Cherokee Triangle neighborhoods to shoot Christmas light displays in a couple of Louisville 146s oldest and most interesting neighborhoods  We then drove down to  147Old Louisville 148 to shoot some of the hundreds of old Victorian mansions along Second  Third  and Fourth Streets  The Christmas lights in the Highlands and Old Louisville may lack some of the  147over the top 148 drama present in our suburban displays  but they really dress up the wonderful old Victorian houses  We also spent some time shooting some of the characters that make Bardstown Road come alive after dark on Saturday night  The C 5050 did an incredible job  the built in flash works very well  147in close 148 for environmental portraits of bundled up skateboarders and Goth music fans  The images  traditional Victorian mansions with Christmas lights   147woodpushers 148  and multi pierced Goths  were all very well exposed with accurate colors and no detectable noise  We got together again on Sunday morning to try some outdoor daylight shots  The weather was much better sunny and blue skies with patchy white clouds  but very cold  mid 20 146s  We bundled up and drove across the river to the Falls of the Ohio State Park  just over the Ohio River in Clarksville  Indiana  the Park is the only place where you can actually see the 380 million year old Devonian fossil beds  the exposed remains of an ancient reef  The reef used to form a short drop falls that impeded navigation on the Ohio River  It was necessary to pull boats out of the river above the falls and  147portage 148 them  and their cargoes  to a site below the falls where they could be put back in the water  The  147portage 148 made the area the perfect site for a town General George Rogers Clark built a fort on Sand Island to protect Kentucky  then a county in Virginia  and control river traffic  That primitive little fort eventually became the city of Louisville  Next year the Falls of the Ohio will be a focal point for the three year Lewis and Clark bicentennial  The expedition to explore the Louisiana Purchase commenced its journey to the Pacific from the Falls of the Ohio River  Captain Lewis joined co Captain Clark  the younger brother of Louisville 146s founder George Rogers Clark  here  Most of the Corps of Discovery party that accompanied Lewis and Clark to the Pacific were from Louisville  Kentucky and Jeffersonville  Indiana  Neither of us had been to the Falls since mid summer  We wandered around for a couple of hours taking photos with the C 5050  and freezing our butts off  Photography at the Falls is much easier in the summer when the area is filled with an explosion of green growing things  hundreds of birds  dogs  kids  hikers  and fishermen  Picture opportunities are much harder to find in early winter  We did get some nice shots of the Louisville skyline from the fossil beds and we got a couple of good images of the fossil beds with some neat oblique afternoon lighting  The Falls of the Ohio State Park is located at exit 0 on Interstate 65  North  The C 5050 did just as well in bright daylight as it had done in the dark  The AF assist light works beautifully  long exposures are a snap  no pun intended  and shutter lag  shot to shot times  and write to card times  especially if you use an xD Picture Card  are very quick b Image Quality  The C 5050 146s image quality is exceptional  easily as good or better than any five megapixel digital camera currently available  Skin tones and colors are the most accurate I have seen to date and that has a lot to do with Olympus 146 excellent image interpolation  All digital cameras use interpolation to balance colors and contrast  Olympus redesigned the C 5050 146s interpolation software to produce more accurate colors and better contrast  My friend and I printed two 8X10 inch enlargements  from full sized JPEG files  on an Epson Stylus Photo EPX785 and they were both excellent  even when inspected with a 4X Mamiya Loupe  We also printed up a couple of shots from the falls at 5X7 and both were very good with accurate well saturated colors  excellent contrast  and tack sharp resolution  Very impressive performance for the cheapest five megapixel digital camera currently available b A Few Concerns  The C 5050 146s optical viewfinder is a little tight  small  and you have to squash your nose against the LCD to use it  Olympus could have done a better job here  The C 5050 has a really aggressive sharpening function at the default setting images tend to be hard edged and a little over sharp experiment with the minus settings until you find the level that works best for you  Minus sharpening will also lower noise levels at the ISO 100 setting  There is barely visible barrel distortion at the wide angle end of the C 5050 146s zoom range but pincushion distortion at the telephoto end of the zoom appears to be very well controlled  Chromatic aberration is visible at the maximum aperture in high contrast scenes but can be easily controlled by using the histogram display to adjust contrast levels  or shoot at f4   Conclusion  Olympus is offering the C 5050 at a lower price than competing five megapixel digital cameras and that will oblige the other major manufacturers to improve their existing technology and offer new models that provide improved performance and incorporate proven components rather than introducing new technology  Competition always benefits consumers because new technology is very very expensive to develop and consumers must pay the research and development costs  In addition  new technology always comes with bugs and first generation of consumers must act as the final stage of research and development at their own expense  If your digital camera is more than one year old then there are many reasons for upgrading  There have been many significant improvements including higher resolution and newer cameras are much faster  LCD screens are sharper and brighter and not as jerky  colors are truer and white balance is much improved  Digital camera prices are the lowest they ve ever been  The Camedia C 5050 is targeted toward advanced amateur and casual pro users who want manual control and advanced features  Images from the C5050 are as good or better than the images from any 5 megapixel digital camera I have used  and in the final analysis image quality really is  147job one 148  everything else is just icing on the cake  To put a bit more of an emphasis on that statement  the C 5050 represents a real advance in the digital imaging evolution with the fastest lens  f 1 8  of any currently available digital camera  very good low light performance  lots of user input  an almost infinite variety of image adjustment options  and lots of serious image enhancing features  The C 5050 is worthy of serious consideration from anyone looking for a pro quality five megapixel imaging tool at a prosumer digi cam price  
Camera, I bought it as my first digital camera and was satisfied totally The look was great  The LCD screen size is ample The only con is that the battery drains out too soon  So have a backup set of recharge able batteries As a first time buyer of a digital camera  I did not know anything about digital cameras  When I was looking for a digital camera  my brother suggested to buy a camera with pixels between 2 and 3 mega pixels  It seems that cameras with 1 3 mega pixels are the standard for the most of digital cameras in the market  However  the quality of a picture taken by a 1 3 mega pixel camera seems slightly less than a normal picture taken by a non digital camera  So how good is 2 1 mega pixels  The real quality of pixels can be tested when a picture is enlarged  I was just amazed to see how much a 2 1 mega pixel digital picture can be enlarged without losing its clearness  A 8 X10  blow up can be printed with great results when clicked at best resolution and quality  You need to try it  The camera also comes with a 8 MB memory card and 2 5x digital zoom  I bought a 64 MB card for cheap and this stores as many photos as 600 photos at 600X480 resolution and 125 photos at the max resolution of 2 1 mega pixel As is the case for other digital cameras  the data can be easily sent by e mail to a friend or can be printed by a high level color picture printer  The included software and the U S B  link up make uploading photos to your computer a breeze  The software makes a virtual drive for the camera and can use the windows explorer to download pictures  There is a good image editing and album software included The quality of the picture printed by those high quality printers is not different  or better  from a picture taken by a non digital camera  Also  if a picture did not turn out as you intended  the picture can be erased immediately without getting printed  Considering its price  less than  150  Fine pix 2300 offers the best value for a digital camera with over 2 mega pixels  In summary  just beware of the lack of optical zoom and bad battery life  
Auto, We bought a 2003 Passat GLX Wagon to finally escape from the boredom of minivans  and be able to get 4WD and still carry a reasonable quantity of stuff for lifestyle and hobbies  After looking at the top of the line Subarus  we chose the Passat for two reasons  much tighter  solid construction  and  just as important  enough room for the toes of folks in the back seat  strangely  the Subaru leaves just minimal space  Ours is the GLX  which comes with a lot of standard stuff  including some neat gadgets  like rain sensing wipers  and our only extras are the 4WD  1 750  and Tiptronic Transmission  1 075  extras  We re glad we have both  especially the Tiptronic  which makes in traffic handling smoother and more fun in which to drive  but the rest of the standard GLX items add plenty of luxury  even the  Monsoon  radio CD tape stereo system  which has plenty of power and rich audio  and steering wheel controls  too  The GLX has a 190hp six  and that gives it plenty of performance  It handles smoothly  and visibility is terrific  The car is very comfortable in front  even though I m 6 1  and rear space is pretty good for full size  adult passengers  although it s a little tight for legroom  recent passengers on a 100 mile trip have said it was fine  however  and heck  we ride in front anyhow  On the GLX model  the rear cargo area comes with a  roller shade  cover  which we like  and the cargo deck is fitted with nice carpeting with strips to support heavy items  These look nice  but the carpet and strips combine to be a little slippery  and there s no standard cargo net for grocery bags  an inconvenience  We ve ordered a rubber pad for the area to provide better cargo security  More news follows on this  a minor inconvenience  There are lots of cubbies and storage  and VW does one thing  as does Audi  that emphasizes their user friendly emphasis  They even provide a specially little hidey hole for the owner s manual  All together  this is a remarkable compact car that is virtually completely satisfactory  And  it had ZERO DEFECTS  Perfect as it came  And still fine after over 1000 miles   The above was written in October  2002  when we had about 1000 miles on the car  Now  April 2003  after 5 000  we have confirmed the quality of the vehicle  still nice and taught but fuel mileage is a real concern  we ve gotten  at best  a little over 20mpg when doing real highway driving  clearly not where it should be  sticker showed 19 city  26 highway  Our dealer is following up with VW  more news follows  If you live in the Northwest as we do  the 4WD makes it a good ski and mountain traveler  too  
Camera, I started looking for a digital camera early this summer  and after looking at several in the store and reading several epinions  I chose the Canon PowerShot S10  Highest rated on Epinions  which i use for all of my shopping information on what and more importantly where to buy It was a great choice In the last 6 mos I have taken over 200 great pictures  which more than I took over the last 10 years before I had the Canon PowerShot S10  This camera is lightweight  small and easy to use  It is even semi water resistant  A few weekends ago on a camping trip I fell into the river in the excitement of my boyfriend catching a huge fish  and the camera somehow survived being fully submerged into the water  It still works perfectly  and I even managed to salvage the pictures I had taken before the face plant The only piece of criticism I have for this camera is that the battery life is very short   always have a few charged backup batteries on hand when you take this camera out Otherwise  it is a great investment and I concur with everyone else on Epinions who has reccommended it as a great purchase  I bought mine on Buy com for about  400  but I am sure you can get it cheaper now  Epinions will show you where to get the best deal  
